DATASET_TITLE,National Statistics 2001 Area Classification of Local Authorities,,,,,,FROM,Jun-2001,Jun-2001,Jun-2001,Jun-2001,Jun-2001,Jun-2001
AREA_TYPE,Local Authority,,,,,,TO,Jun-2001,Jun-2001,Jun-2001,Jun-2001,Jun-2001,Jun-2001
GEO_HIERARCHY,NeSS Geography Hierarchy,,,,,,HEADING,Supergroup Name,Supergroup Code,Group Name,Group Code,Subgroup Name,Subgroup Code
,,,,,,,MEASUREMENT_UNIT,Classification,Classification,Classification,Classification,Classification,Classification
,,,,,,,STATISTICAL_UNIT,Areas,Areas,Areas,Areas,Areas,Areas
GOR_CODE,GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_NAME,AREA_METADATA,,DATA_VALUE,DATA_VALUE,DATA_VALUE,DATA_VALUE,DATA_VALUE,DATA_VALUE
G,East of England,09,Bedfordshire,09UE,South Bedfordshire,,,Prospering UK,5,Prospering Smaller Towns,5.7,Prospering Smaller Towns - C,5.7.14
G,East of England,12,Cambridgeshire,12UB,Cambridge,,,Cities and Services,1,Thriving London Periphery,1.3,Thriving London Periphery - A,1.3.4
G,East of England,12,Cambridgeshire,12UC,East Cambridgeshire,,,Prospering UK,5,Prospering Smaller Towns,5.7,Prospering Smaller Towns - C,5.7.14
G,East of England,12,Cambridgeshire,12UD,Fenland,,,Prospering UK,5,Prospering Smaller Towns,5.7,Prospering Smaller Towns - C,5.7.14
G,East of England,12,Cambridgeshire,12UE,Huntingdonshire,,,Prospering UK,5,Prospering Smaller Towns,5.7,Prospering Smaller Towns - C,5.7.14
G,East of England,12,Cambridgeshire,12UG,South Cambridgeshire,,,Prospering UK,5,Prospering Southern England,5.9,Prospering Southern England - A,5.9.16
G,East of England,22,Essex,22UB,Basildon,,,Prospering UK,5,New and Growing Towns,5.8,New and Growing Towns - A,5.8.15
G,East of England,22,Essex,22UC,Braintree,,,Prospering UK,5,Prospering Smaller Towns,5.7,Prospering Smaller Towns - C,5.7.14
G,East of England,22,Essex,22UD,Brentwood,,,Prospering UK,5,Prospering Southern England,5.9,Prospering Southern England - A,5.9.16
G,East of England,22,Essex,22UE,Castle Point,,,Prospering UK,5,Prospering Smaller Towns,5.7,Prospering Smaller Towns - C,5.7.14
G,East of England,22,Essex,22UF,Chelmsford,,,Prospering UK,5,Prospering Southern England,5.9,Prospering Southern England - A,5.9.16
G,East of England,22,Essex,22UG,Colchester,,,Prospering UK,5,Prospering Smaller Towns,5.7,Prospering Smaller Towns - A,5.7.12
G,East of England,22,Essex,22UH,Epping Forest,,,Prospering UK,5,Prospering Southern England,5.9,Prospering Southern England - A,5.9.16
G,East of England,22,Essex,22UJ,Harlow,,,Prospering UK,5,New and Growing Towns,5.8,New and Growing Towns - A,5.8.15
